Landmark,Distance_mm
Glabella,5.007100576748202
Nasion,9.15855248898014
Orbital Right,5.091097172016239
Orbital Left,6.215393259603683
Superius Right,8.915532614198836
Superius Left,5.541493301043938
Zygion Right,9.678182658717774
Zygion Left,8.51475578440454
Rhinion,3.800438205645444
Midphiltrum,13.822206876738764
