Landmark,Distance_mm
Glabella,5.59580647139621
Nasion,6.86940439334417
Orbital Right,6.01196476199234
Orbital Left,8.263042312006132
Superius Right,7.20474370468304
Superius Left,7.422059657160249
Zygion Right,9.224032329138677
Zygion Left,8.339499776764202
Rhinion,4.005632178669778
Midphiltrum,12.164166869465527
